B306,1/14/15 Review,Bam_Name,Run,Library,Strain,Isotype,Latitude,Longitude,Location,FELIX DB LOC,Fastq Modifications,Original Fastq2,Library Prepareation Method
Princeton-ECA34Pool_c099uac-CX11285,rename,Princeton-ECA34Pool_c099uac-CX11285,Princeton,ECA34Pool_c099uac,CX11285,CX11285,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34Pool_d0mbhac-CX11285,rename,Princeton-ECA34Pool_d0mbhac-CX11285,Princeton,ECA34Pool_d0mbhac,CX11285,CX11285,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET4-CX11292,ok,BGI1-RET4-CX11292,BGI1,RET4,CX11292,CX11292,34.13531,-118.30582,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-CX11292,ok,BGI2-RET4-CX11292,BGI2,RET4,CX11292,CX11292,34.13531,-118.30582,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4b-CX11292,ok,BGI3-RET4b-CX11292,BGI3,RET4b,CX11292,CX11292,34.13531,-118.30582,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA35_c099uac-CX11292,ok,Princeton-ECA35_c099uac-CX11292,Princeton,ECA35_c099uac,CX11292,CX11292,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA35_d0mbhac-CX11292,ok,Princeton-ECA35_d0mbhac-CX11292,Princeton,ECA35_d0mbhac,CX11292,CX11292,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-CX11307,ok,BGI1-RET5-CX11307,BGI1,RET5,CX11307,CX11307,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-CX11307,ok,BGI2-RET5-CX11307,BGI2,RET5,CX11307,CX11307,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-CX11307,ok,BGI3-RET5a-CX11307,BGI3,RET5a,CX11307,CX11307,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET3-CX11314,ok,BGI1-RET3-CX11314,BGI1,RET3,CX11314,CX11314,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-CX11314,ok,BGI2-RET3-CX11314,BGI2,RET3,CX11314,CX11314,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3b-CX11314,ok,BGI3-RET3b-CX11314,BGI3,RET3b,CX11314,CX11314,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET1-CX11315,ok,BGI1-RET1-CX11315,BGI1,RET1,CX11315,CX11315,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-CX11315,ok,BGI2-RET1-CX11315,BGI2,RET1,CX11315,CX11315,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1b-CX11315,ok,BGI3-RET1b-CX11315,BGI3,RET1b,CX11315,CX11315,34.12946,-118.10987,"Los Angeles, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET4-DL200,ok,BGI1-RET4-DL200,BGI1,RET4,DL200,DL200,9.03,38.74,"Addis Ababa, Ethiopia",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-DL200,ok,BGI2-RET4-DL200,BGI2,RET4,DL200,DL200,9.03,38.74,"Addis Ababa, Ethiopia",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4a-DL200,ok,BGI3-RET4a-DL200,BGI3,RET4a,DL200,DL200,9.03,38.74,"Addis Ababa, Ethiopia",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET2-DL226,ok,BGI1-RET2-DL226,BGI1,RET2,DL226,DL226,44.5633,-123.2821,"Corvalis, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-DL226,ok,BGI2-RET2-DL226,BGI2,RET2,DL226,DL226,44.5633,-123.2821,"Corvalis, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2b-DL226,ok,BGI3-RET2b-DL226,BGI3,RET2b,DL226,DL226,44.5633,-123.2821,"Corvalis, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET1-DL238,ok,BGI1-RET1-DL238,BGI1,RET1,DL238,DL238,19.22,-155.82,"Manuka, HI",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-DL238,ok,BGI2-RET1-DL238,BGI2,RET1,DL238,DL238,19.22,-155.82,"Manuka, HI",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1a-DL238,ok,BGI3-RET1a-DL238,BGI3,RET1a,DL238,DL238,19.22,-155.82,"Manuka, HI",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-P-DL238,ok,Princeton-P-DL238,Princeton,P,DL238,DL238,19.22,-155.82,"Manuka, HI",,-10bp of end (low quality),,Tagmentation
Princeton-ECA40_d0ncdac-DL238,ok,Princeton-ECA40_d0ncdac-DL238,Princeton,ECA40_d0ncdac,DL238,DL238,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34_c045gab-DL238,rename,Princeton-ECA34_c045gab-DL238,Princeton,ECA34_c045gab,DL238,DL238,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-ED3005,ok,BGI1-RET5-ED3005,BGI1,RET5,ED3005,ED3005,55.94,-3.36,"Edinburgh, United Kingdom",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-ED3005,ok,BGI2-RET5-ED3005,BGI2,RET5,ED3005,ED3005,55.94,-3.36,"Edinburgh, United Kingdom",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5a-ED3005,ok,BGI3-RET5a-ED3005,BGI3,RET5a,ED3005,ED3005,55.94,-3.36,"Edinburgh, United Kingdom",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3021,ok,MMP-7028LAB_5-ED3021,MMP,7028LAB_5,ED3021,ED3005,,,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-B00B7AB_3-ED3021,ok,MMP-B00B7AB_3-ED3021,MMP,B00B7AB_3,ED3021,ED3005,,,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-C02D1AC_1-ED3021,ok,MMP-C02D1AC_1-ED3021,MMP,C02D1AC_1,ED3021,ED3005,,,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-D09NFAC_4-ED3021,ok,MMP-D09NFAC_4-ED3021,MMP,D09NFAC_4,ED3021,ED3005,,,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-D0A7EAC_1-ED3021,ok,MMP-D0A7EAC_1-ED3021,MMP,D0A7EAC_1,ED3021,ED3005,,,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
BGI1-RET3-ED3011,ok,BGI1-RET3-ED3011,BGI1,RET3,ED3011,ED3011,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-ED3011,ok,BGI2-RET3-ED3011,BGI2,RET3,ED3011,ED3011,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3a-ED3011,ok,BGI3-RET3a-ED3011,BGI3,RET3a,ED3011,ED3011,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI1-RET6-ED3012,ok,BGI1-RET6-ED3012,BGI1,RET6,ED3012,ED3012,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET6-ED3012,ok,BGI2-RET6-ED3012,BGI2,RET6,ED3012,ED3012,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-ED3012,ok,BGI3-RET6a-ED3012,BGI3,RET6a,ED3012,ED3012,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA37_d0ncdac-ED3012,rename,Princeton-ECA37_d0ncdac-ED3012,Princeton,ECA37_d0ncdac,ED3012,ED3012,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET2-ED3017,ok,BGI1-RET2-ED3017,BGI1,RET2,ED3017,ED3017,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-ED3017,ok,BGI2-RET2-ED3017,BGI2,RET2,ED3017,ED3017,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2a-ED3017,ok,BGI3-RET2a-ED3017,BGI3,RET2a,ED3017,ED3017,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3017,ok,MMP-7028LAB_5-ED3017,MMP,7028LAB_5,ED3017,ED3017,55.92,-3.19,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-B00B7AB_3-ED3017,ok,MMP-B00B7AB_3-ED3017,MMP,B00B7AB_3,ED3017,ED3017,55.92,-3.19,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-C02D1AC_1-ED3017,ok,MMP-C02D1AC_1-ED3017,MMP,C02D1AC_1,ED3017,ED3017,55.92,-3.19,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-D09NFAC_4-ED3017,ok,MMP-D09NFAC_4-ED3017,MMP,D09NFAC_4,ED3017,ED3017,55.92,-3.19,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
MMP-D0A7EAC_1-ED3017,ok,MMP-D0A7EAC_1-ED3017,MMP,D0A7EAC_1,ED3017,ED3017,55.92,-3.19,"Edinburgh , Scotland (United Kingdom)",,None,,Sonication
Uchicago-L001-ED3017,ok,Uchicago-L001-ED3017,Uchicago,L001,ED3017,ED3017,55.92,-3.19,"Edinburgh, Scotland",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA44_47-ED3017,rename,Princeton-ECA44_47-ED3017,Princeton,ECA44_47,ED3017,ED3017,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-ED3040,ok,BGI1-RET7-ED3040,BGI1,RET7,ED3040,ED3040,-26.1,28.01,"Johannesburg, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-ED3040,ok,BGI2-RET7-ED3040,BGI2,RET7,ED3040,ED3040,-26.1,28.01,"Johannesburg, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-ED3040,ok,BGI3-RET7a-ED3040,BGI3,RET7a,ED3040,ED3040,-26.1,28.01,"Johannesburg, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3040,ok,MMP-7028LAB_5-ED3040,MMP,7028LAB_5,ED3040,ED3040,-26.1,28.01,"Johannesburg, Gauteng South Africa (South Africa)",,None,,Sonication
MMP-B00B7AB_3-ED3040,ok,MMP-B00B7AB_3-ED3040,MMP,B00B7AB_3,ED3040,ED3040,-26.1,28.01,"Johannesburg, Gauteng South Africa (South Africa)",,None,,Sonication
MMP-C02D1AC_1-ED3040,ok,MMP-C02D1AC_1-ED3040,MMP,C02D1AC_1,ED3040,ED3040,-26.1,28.01,"Johannesburg, Gauteng South Africa (South Africa)",,None,,Sonication
MMP-D09NFAC_4-ED3040,ok,MMP-D09NFAC_4-ED3040,MMP,D09NFAC_4,ED3040,ED3040,-26.1,28.01,"Johannesburg, Gauteng South Africa (South Africa)",,None,,Sonication
MMP-D0A7EAC_1-ED3040,ok,MMP-D0A7EAC_1-ED3040,MMP,D0A7EAC_1,ED3040,ED3040,-26.1,28.01,"Johannesburg, Gauteng South Africa (South Africa)",,None,,Sonication
Princeton-ECA34Pool_c099uac-ED3040,rename,Princeton-ECA34Pool_c099uac-ED3040,Princeton,ECA34Pool_c099uac,ED3040,ED3040,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA34Pool_d0mbhac-ED3040,rename,Princeton-ECA34Pool_d0mbhac-ED3040,Princeton,ECA34Pool_d0mbhac,ED3040,ED3040,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET2-ED3046,ok,BGI1-RET2-ED3046,BGI1,RET2,ED3046,ED3046,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET2-ED3046,ok,BGI2-RET2-ED3046,BGI2,RET2,ED3046,ED3046,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET2b-ED3046,ok,BGI3-RET2b-ED3046,BGI3,RET2b,ED3046,ED3046,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA35_c099uac-ED3046,ok,Princeton-ECA35_c099uac-ED3046,Princeton,ECA35_c099uac,ED3046,ED3046,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA35_d0mbhac-ED3046,ok,Princeton-ECA35_d0mbhac-ED3046,Princeton,ECA35_d0mbhac,ED3046,ED3046,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET4-ED3048,ok,BGI1-RET4-ED3048,BGI1,RET4,ED3048,ED3048,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-ED3048,ok,BGI2-RET4-ED3048,BGI2,RET4,ED3048,ED3048,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4a-ED3048,ok,BGI3-RET4a-ED3048,BGI3,RET4a,ED3048,ED3048,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3042,ok,MMP-7028LAB_5-ED3042,MMP,7028LAB_5,ED3042,ED3048,,,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-B00B7AB_3-ED3042,ok,MMP-B00B7AB_3-ED3042,MMP,B00B7AB_3,ED3042,ED3048,,,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-C02D1AC_1-ED3042,ok,MMP-C02D1AC_1-ED3042,MMP,C02D1AC_1,ED3042,ED3048,,,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-D09NFAC_4-ED3042,ok,MMP-D09NFAC_4-ED3042,MMP,D09NFAC_4,ED3042,ED3048,,,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-D0A7EAC_1-ED3042,ok,MMP-D0A7EAC_1-ED3042,MMP,D0A7EAC_1,ED3042,ED3048,,,"Ceres, Western Cape South (South Africa)",,None,,Sonication
BGI1-RET1-ED3049,ok,BGI1-RET1-ED3049,BGI1,RET1,ED3049,ED3049,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET1-ED3049,ok,BGI2-RET1-ED3049,BGI2,RET1,ED3049,ED3049,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET1b-ED3049,ok,BGI3-RET1b-ED3049,BGI3,RET1b,ED3049,ED3049,-33.22,19.19,"Ceres, South Africa","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3049,ok,MMP-7028LAB_5-ED3049,MMP,7028LAB_5,ED3049,ED3049,-33.22,19.19,"Ceres, Western Cape South (South Africa)","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",None,,Sonication
MMP-B00B7AB_3-ED3049,ok,MMP-B00B7AB_3-ED3049,MMP,B00B7AB_3,ED3049,ED3049,-33.22,19.19,"Ceres, Western Cape South (South Africa)","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",None,,Sonication
MMP-C02D1AC_1-ED3049,ok,MMP-C02D1AC_1-ED3049,MMP,C02D1AC_1,ED3049,ED3049,-33.22,19.19,"Ceres, Western Cape South (South Africa)","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",None,,Sonication
MMP-D09NFAC_4-ED3049,ok,MMP-D09NFAC_4-ED3049,MMP,D09NFAC_4,ED3049,ED3049,-33.22,19.19,"Ceres, Western Cape South (South Africa)","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",None,,Sonication
MMP-D0A7EAC_1-ED3049,ok,MMP-D0A7EAC_1-ED3049,MMP,D0A7EAC_1,ED3049,ED3049,-33.22,19.19,"Ceres, Western Cape South (South Africa)","Isolated by Elie Dolgin in Ceres, South Africa, 33'22S, 19'19E, 478m, compost from a plant nursery at the Ceres Fruit Farms in the Western Cape province, collected April 2, 2006.",None,,Sonication
Princeton-ECA36_c099uac-ED3049,ok,Princeton-ECA36_c099uac-ED3049,Princeton,ECA36_c099uac,ED3049,ED3049,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
Princeton-ECA36_d0mbhac-ED3049,ok,Princeton-ECA36_d0mbhac-ED3049,Princeton,ECA36_d0mbhac,ED3049,ED3049,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-ED3052,ok,BGI1-RET5-ED3052,BGI1,RET5,ED3052,ED3052,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-ED3052,ok,BGI2-RET5-ED3052,BGI2,RET5,ED3052,ED3052,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET5b-ED3052,ok,BGI3-RET5b-ED3052,BGI3,RET5b,ED3052,ED3052,-33.22,19.19,"Ceres, South Africa",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3052,ok,MMP-7028LAB_5-ED3052,MMP,7028LAB_5,ED3052,ED3052,-33.22,19.19,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-B00B7AB_3-ED3052,ok,MMP-B00B7AB_3-ED3052,MMP,B00B7AB_3,ED3052,ED3052,-33.22,19.19,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-C02D1AC_1-ED3052,ok,MMP-C02D1AC_1-ED3052,MMP,C02D1AC_1,ED3052,ED3052,-33.22,19.19,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-D09NFAC_4-ED3052,ok,MMP-D09NFAC_4-ED3052,MMP,D09NFAC_4,ED3052,ED3052,-33.22,19.19,"Ceres, Western Cape South (South Africa)",,None,,Sonication
MMP-D0A7EAC_1-ED3052,ok,MMP-D0A7EAC_1-ED3052,MMP,D0A7EAC_1,ED3052,ED3052,-33.22,19.19,"Ceres, Western Cape South (South Africa)",,None,,Sonication
BGI1-RET4-ED3073,ok,BGI1-RET4-ED3073,BGI1,RET4,ED3073,ED3073,-1.05,36.39,"Limuru, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET4-ED3073,ok,BGI2-RET4-ED3073,BGI2,RET4,ED3073,ED3073,-1.05,36.39,"Limuru, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET4a-ED3073,ok,BGI3-RET4a-ED3073,BGI3,RET4a,ED3073,ED3073,-1.05,36.39,"Limuru, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
MMP-7028LAB_5-ED3057,ok,MMP-7028LAB_5-ED3057,MMP,7028LAB_5,ED3057,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-B00B7AB_3-ED3057,ok,MMP-B00B7AB_3-ED3057,MMP,B00B7AB_3,ED3057,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-C02D1AC_1-ED3057,ok,MMP-C02D1AC_1-ED3057,MMP,C02D1AC_1,ED3057,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-D09NFAC_4-ED3057,ok,MMP-D09NFAC_4-ED3057,MMP,D09NFAC_4,ED3057,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-D0A7EAC_1-ED3057,ok,MMP-D0A7EAC_1-ED3057,MMP,D0A7EAC_1,ED3057,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-7028LAB_5-ED3072,ok,MMP-7028LAB_5-ED3072,MMP,7028LAB_5,ED3072,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-B00B7AB_3-ED3072,ok,MMP-B00B7AB_3-ED3072,MMP,B00B7AB_3,ED3072,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-C02D1AC_1-ED3072,ok,MMP-C02D1AC_1-ED3072,MMP,C02D1AC_1,ED3072,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-D09NFAC_4-ED3072,ok,MMP-D09NFAC_4-ED3072,MMP,D09NFAC_4,ED3072,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
MMP-D0A7EAC_1-ED3072,ok,MMP-D0A7EAC_1-ED3072,MMP,D0A7EAC_1,ED3072,ED3073,,,"Limuru, Kiambu West District (Kenya)",,None,,Sonication
Princeton-ECA37_d0ncdac-ED3073,rename,Princeton-ECA37_d0ncdac-ED3073,Princeton,ECA37_d0ncdac,ED3073,ED3073,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET7-ED3077,ok,BGI1-RET7-ED3077,BGI1,RET7,ED3077,ED3077,NA,NA,"Nairobi, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET7-ED3077,ok,BGI2-RET7-ED3077,BGI2,RET7,ED3077,ED3077,NA,NA,"Nairobi, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET7a-ED3077,ok,BGI3-RET7a-ED3077,BGI3,RET7a,ED3077,ED3077,NA,NA,"Nairobi, Kenya",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Princeton-ECA44_47-ED3077,rename,Princeton-ECA44_47-ED3077,Princeton,ECA44_47,ED3077,ED3077,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET3-EG4347,ok,BGI1-RET3-EG4347,BGI1,RET3,EG4347,EG4347,44.04789,-123.07108,"Eugene, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET3-EG4347,ok,BGI2-RET3-EG4347,BGI2,RET3,EG4347,EG4347,44.04789,-123.07108,"Eugene, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET3a-EG4347,ok,BGI3-RET3a-EG4347,BGI3,RET3a,EG4347,EG4347,44.04789,-123.07108,"Eugene, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Rockman096-R096.4-EG4347,ok,Rockman096-R096.4-EG4347,Rockman096,R096.4,EG4347,EG4347,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI2-RET6-EG4349,ok,BGI2-RET6-EG4349,BGI2,RET6,EG4349,EG4349,40.771467,-111.87316,"Salt Lake City, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI3-RET6a-EG4349,ok,BGI3-RET6a-EG4349,BGI3,RET6a,EG4349,EG4349,40.771467,-111.87316,"Salt Lake City, USA",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
Rockman096-R096.2-EG4348,ok,Rockman096-R096.2-EG4348,Rockman096,R096.2,EG4348,EG4349,,,,,TruSeq2-PE.fa:2:80:10 TRAILING:30 SLIDINGWINDOW:4:30 MINLEN:30,,Sonication
BGI1-RET5-EG4724,ok,BGI1-RET5-EG4724,BGI1,RET5,EG4724,EG4724,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
BGI2-RET5-EG4724,ok,BGI2-RET5-EG4724,BGI2,RET5,EG4724,EG4724,41.628771,-8.347617,"Amares, Portugal",,NexteraPE-PE.fa:2:80:10 MINLEN:45,,Tagmentation
